Timestamp,Sensor ID,Student ID,Instrument Type,Pitch (Hz),Rhythm (BPM),Dynamics (dB),Note Duration (s),Pitch Accuracy (%),Rhythm Accuracy (%),Teaching Effectiveness Rating,Lesson Type,Student Engagement Level,Teacher Feedback,Environmental Factors,Performance Score,Target
2024-12-20 05:43:00,Sensor_004,Student_002,Drums,827.0660427350896,69.91411961511224,52.24267840117843,1.9283020125117418,87.58453074360898,91.48873511744412,5,Beginner Lesson,Low,Needs improvement,Quiet,89.53663293052655,1
2024-12-20 08:11:00,Sensor_003,Student_013,Drums,584.7230651591879,121.75891038882139,72.5298509491567,1.5744423239598306,96.62735412443939,82.75770538712021,5,Beginner Lesson,High,Good rhythm,Slight Background Noise,89.6925297557798,1
2024-12-20 06:53:00,Sensor_004,Student_006,Violin,232.60328487397823,167.86809888074825,96.4713347236557,1.739372573033066,96.84651009499868,93.7752508162273,5,Advanced Lesson,Low,Good rhythm,Quiet,95.31088045561299,0
2024-12-20 04:53:00,Sensor_002,Student_005,Violin,331.1995847915978,153.89819094767256,58.26019696689251,1.2855157511069297,87.46482312758468,97.9548713301945,5,Beginner Lesson,Medium,Needs improvement,Slight Background Noise,92.7098472288896,0
2024-12-20 06:25:00,Sensor_002,Student_001,Violin,550.8857731916307,87.3410901051732,69.4936176470772,1.7037340955158267,92.63977360792379,94.90358990739229,5,Beginner Lesson,Medium,Excellent performance,Noisy,93.77168175765803,0
2024-12-20 03:11:00,Sensor_003,Student_006,Guitar,779.8612478992467,177.1189019518551,86.49301544242391,1.6119575444061518,81.90743204546118,81.52879722078896,5,Practice Session,Low,Excellent performance,Slight Background Noise,81.71811463312507,1
2024-12-20 07:23:00,Sensor_001,Student_006,Drums,674.622918648143,140.08204776557142,94.11292780474238,0.8785739754673041,82.07357161468553,97.9176836238532,5,Beginner Lesson,Medium,Needs improvement,Slight Background Noise,89.99562761926936,1
2024-12-20 04:36:00,Sensor_002,Student_016,Piano,720.2353486987631,61.25132392768837,83.5471502371254,1.193582543817298,80.97315327323426,95.8785877171993,5,Practice Session,High,Needs improvement,Quiet,88.42587049521677,1
2024-12-20 02:40:00,Sensor_005,Student_004,Guitar,583.4231428610299,90.64961816222635,62.908662709558456,1.6485556195814508,91.62030186750219,83.16607800211229,4,Beginner Lesson,Low,Excellent performance,Noisy,87.39318993480724,1
2024-12-20 07:39:00,Sensor_002,Student_011,Piano,692.5936175537943,91.28559599039,83.73039264581081,0.2829021215419215,88.52141955252193,81.03571777465633,5,Beginner Lesson,High,Excellent performance,Slight Background Noise,84.77856866358914,1
2024-12-20 05:13:00,Sensor_002,Student_009,Piano,463.2139502517298,68.3105167543032,64.8363820552045,1.6545427082404938,90.9606471332848,91.14621150628616,4,Practice Session,High,Excellent performance,Quiet,91.05342931978548,0
2024-12-20 00:21:00,Sensor_001,Student_003,Guitar,576.1460741573321,175.17918216911147,85.92146149093676,0.5201986232882422,90.42146381016775,83.12071622679954,5,Beginner Lesson,High,Excellent performance,Quiet,86.77109001848365,1
2024-12-20 04:12:00,Sensor_004,Student_019,Piano,795.4232524759644,117.39063534911085,97.70165637925203,1.1264305108185901,87.00405982181461,96.69181905190544,5,Advanced Lesson,Low,Excellent performance,Slight Background Noise,91.84793943686003,0
2024-12-20 03:55:00,Sensor_002,Student_008,Drums,897.466223178497,167.49775168462583,86.06967255531441,1.6548957912006876,93.54946829646946,87.16669313343347,5,Advanced Lesson,Medium,Needs improvement,Quiet,90.35808071495146,0
2024-12-20 05:44:00,Sensor_003,Student_005,Piano,546.9242671651111,98.6658604133554,93.14402514562062,0.6568779406820507,95.17003761832781,98.25784889473151,5,Beginner Lesson,High,Good rhythm,Slight Background Noise,96.71394325652966,0
2024-12-20 00:48:00,Sensor_004,Student_004,Drums,234.92932616588894,75.02802845193925,50.10519215879417,0.6424533907510754,80.29256517755351,91.31376344282012,4,Advanced Lesson,High,Excellent performance,Slight Background Noise,85.80316431018682,1
2024-12-20 07:54:00,Sensor_005,Student_006,Drums,329.3380353174421,116.92033318874567,85.87860623657971,0.9249759172320533,84.14484599537757,83.65344768479336,5,Practice Session,High,Excellent performance,Slight Background Noise,83.89914684008546,1
2024-12-20 00:58:00,Sensor_001,Student_002,Drums,216.6889114332305,73.67479616571806,91.47937784326251,1.8103570356397423,94.26471736166674,82.791977347196,5,Beginner Lesson,Medium,Good rhythm,Noisy,88.52834735443136,1
2024-12-20 02:49:00,Sensor_005,Student_020,Violin,722.6104153898641,118.32186035730479,52.02793687723407,0.2007970065869742,87.73240345267668,91.52944875115507,5,Beginner Lesson,Medium,Good rhythm,Slight Background Noise,89.63092610191588,1
2024-12-20 07:55:00,Sensor_004,Student_011,Piano,465.85170028408714,170.43566174632895,93.57988636441152,1.822489573955483,93.24967893883216,95.23767223724887,5,Practice Session,Low,Good rhythm,Quiet,94.24367558804052,0
2024-12-20 03:07:00,Sensor_004,Student_004,Guitar,633.982908575494,122.49217702010553,62.83471141550229,0.47685264435489405,86.93925319469116,95.63011295484364,4,Practice Session,Medium,Good rhythm,Noisy,91.2846830747674,0
2024-12-20 07:43:00,Sensor_004,Student_015,Guitar,594.6214774270397,133.97996722741001,83.26460509890276,1.9821554769214678,87.81510304659274,85.51514808882563,4,Practice Session,Low,Good rhythm,Quiet,86.66512556770918,1
2024-12-20 04:30:00,Sensor_005,Student_006,Piano,265.22119164194135,78.796612436857,90.01774395117033,1.9187245874692425,83.1735774737937,84.08493517824336,4,Beginner Lesson,Low,Good rhythm,Noisy,83.62925632601852,1
2024-12-20 03:09:00,Sensor_004,Student_017,Violin,522.6090888990655,65.24827510559633,83.13322565296778,1.09041534126431,85.1646203933232,80.33512608984765,4,Practice Session,Low,Needs improvement,Noisy,82.74987324158542,1
2024-12-20 07:25:00,Sensor_005,Student_006,Violin,376.44889993785864,73.29695546157684,54.61423960366286,1.1228964460627306,92.10823515015174,93.58398302402338,5,Practice Session,Low,Good rhythm,Noisy,92.84610908708757,0
2024-12-20 02:54:00,Sensor_004,Student_019,Drums,534.7198309341222,131.82378908212388,79.81607594301842,1.0667888124965377,88.66326222630333,81.53136516867077,5,Advanced Lesson,Low,Good rhythm,Noisy,85.09731369748705,1
2024-12-20 07:25:00,Sensor_003,Student_002,Piano,362.86262427379415,71.40140387907655,77.47918283610719,1.3437985621871407,95.4860536588919,88.41522403531852,5,Advanced Lesson,High,Needs improvement,Quiet,91.95063884710521,0
2024-12-20 00:50:00,Sensor_004,Student_015,Piano,872.3619250215468,105.11914679295737,95.01606340371357,0.3632990640228759,97.05169909876685,92.03364328036592,5,Beginner Lesson,Medium,Good rhythm,Slight Background Noise,94.54267118956639,0
2024-12-20 06:03:00,Sensor_005,Student_011,Guitar,339.3546692626029,126.01103285497872,70.21198648221046,0.25871230701481973,90.8329283643352,98.74217889839355,4,Advanced Lesson,High,Excellent performance,Quiet,94.78755363136437,0
2024-12-20 00:54:00,Sensor_002,Student_008,Piano,968.6244411895816,106.63833583558164,66.0540548543525,0.30386527114861794,95.16534584112118,86.23604273911538,5,Advanced Lesson,Low,Excellent performance,Slight Background Noise,90.70069429011828,0
2024-12-20 04:03:00,Sensor_004,Student_019,Violin,532.7258929175526,79.64205617583617,87.49253822182331,0.9998576286347258,86.1380902638914,84.9954432489304,4,Practice Session,Medium,Good rhythm,Quiet,85.5667667564109,1
2024-12-20 05:19:00,Sensor_002,Student_013,Piano,876.9962336152395,92.85495690169279,70.63376630416982,0.6959862905950701,88.29942430800156,93.08320308572198,5,Practice Session,High,Needs improvement,Noisy,90.69131369686177,0
2024-12-20 02:10:00,Sensor_003,Student_012,Guitar,703.011854564756,171.39810394182922,82.30480875025316,1.3196712122677887,94.25555352433662,92.38478064107163,5,Advanced Lesson,High,Excellent performance,Noisy,93.32016708270413,0
2024-12-20 08:04:00,Sensor_001,Student_005,Drums,788.2802389326021,141.11787307036263,82.32250450623035,1.9863961208746022,87.72423985634062,86.6421956661625,4,Advanced Lesson,Low,Needs improvement,Slight Background Noise,87.18321776125156,1
2024-12-20 05:06:00,Sensor_003,Student_006,Guitar,814.1791104534242,119.5257406415864,94.4019532180059,0.8953817115376386,91.77009870317977,98.56203671019573,5,Advanced Lesson,High,Excellent performance,Slight Background Noise,95.16606770668776,0
2024-12-20 02:14:00,Sensor_004,Student_004,Guitar,603.8759055144142,61.52578679842722,79.93462011595487,1.232914257388124,83.70745558165024,96.89724654979265,5,Beginner Lesson,High,Good rhythm,Quiet,90.30235106572144,0
2024-12-20 00:20:00,Sensor_002,Student_019,Drums,634.6404186906307,179.08984805873644,75.10768049809934,0.9480870126332039,91.99542629940996,84.47965091730163,5,Beginner Lesson,High,Needs improvement,Slight Background Noise,88.23753860835579,1
2024-12-20 05:28:00,Sensor_002,Student_020,Guitar,611.19669424698,140.57459218735718,56.94356631982585,1.7250890018993468,97.23027414453787,84.78285090869046,5,Beginner Lesson,High,Needs improvement,Quiet,91.00656252661418,0
2024-12-20 02:46:00,Sensor_005,Student_001,Guitar,670.4467024720634,98.0306972813934,55.786880333935265,1.8240255262320286,97.37279279646852,90.24600693774161,4,Advanced Lesson,High,Needs improvement,Slight Background Noise,93.80939986710507,0
2024-12-20 04:33:00,Sensor_002,Student_020,Piano,223.51555660520583,165.51223919974058,57.71607826415397,1.7792401019694681,94.4868881265908,95.47144203461441,5,Advanced Lesson,Low,Excellent performance,Slight Background Noise,94.9791650806026,0
2024-12-20 06:27:00,Sensor_005,Student_017,Piano,516.4121358792122,91.01179443501817,58.592424066354724,1.9538700296226637,94.91506758152252,80.88080758776928,5,Beginner Lesson,Low,Excellent performance,Slight Background Noise,87.8979375846459,1
2024-12-20 01:28:00,Sensor_001,Student_012,Drums,684.9509708489372,125.28198950193018,81.89385463318169,0.24953453325274755,91.15854890301401,93.86670307469413,4,Beginner Lesson,High,Excellent performance,Noisy,92.51262598885407,0
2024-12-20 05:15:00,Sensor_004,Student_015,Piano,678.1788522046915,136.32849164757903,87.04906251372893,1.7116690918619557,91.69336180331649,92.96471794764194,5,Advanced Lesson,Low,Good rhythm,Noisy,92.32903987547922,0
2024-12-20 00:13:00,Sensor_005,Student_001,Piano,834.3648756845053,86.52760457444742,76.49957614632093,1.5531899114703678,82.67301162821036,84.62960191825977,4,Practice Session,Low,Excellent performance,Quiet,83.65130677323506,1
2024-12-20 04:01:00,Sensor_001,Student_014,Guitar,724.0074710656868,177.4076734560715,91.45088662727454,0.6116499369206566,88.87718376842602,93.62706026482698,5,Beginner Lesson,Medium,Good rhythm,Slight Background Noise,91.2521220166265,0
2024-12-20 04:24:00,Sensor_002,Student_006,Violin,993.7066530725378,149.7830287174797,99.56316133668166,1.9213761680975496,89.01552567772728,98.80366382504165,4,Advanced Lesson,High,Needs improvement,Quiet,93.90959475138447,0
2024-12-20 05:45:00,Sensor_002,Student_005,Piano,427.08362288691603,126.93758706132839,91.0006314559678,0.4667202708139019,99.16995671335481,80.93571689943538,5,Advanced Lesson,Low,Needs improvement,Slight Background Noise,90.05283680639509,0
2024-12-20 00:52:00,Sensor_001,Student_011,Violin,487.32082373298516,81.67135178103611,84.74411868379795,1.4231898688410352,88.62173725246579,86.39304110584125,5,Practice Session,Low,Good rhythm,Noisy,87.50738917915352,1
2024-12-20 06:25:00,Sensor_002,Student_004,Piano,507.07772149423704,66.46298483976314,76.62463497185733,0.6048023902686425,90.98685289805515,88.7635343333271,5,Advanced Lesson,High,Excellent performance,Noisy,89.87519361569113,1
2024-12-20 05:39:00,Sensor_001,Student_013,Piano,572.6502456161988,98.40717990251801,72.4426535837354,0.9764851677933344,90.66502798558204,97.9852071784938,5,Advanced Lesson,Medium,Good rhythm,Slight Background Noise,94.32511758203792,0
2024-12-20 01:31:00,Sensor_005,Student_011,Drums,868.7984510249676,150.38248030960835,54.21961902722712,1.494487814500224,92.73523434088654,99.24522893218314,5,Beginner Lesson,High,Needs improvement,Slight Background Noise,95.99023163653484,0
2024-12-20 06:06:00,Sensor_005,Student_003,Drums,388.63367516736787,92.31975579624302,69.96843741973454,1.213984355659484,94.96465662663792,88.88230492992665,5,Beginner Lesson,Medium,Needs improvement,Noisy,91.92348077828228,0
2024-12-20 07:23:00,Sensor_001,Student_001,Drums,820.8001656283436,124.74674645946061,95.50673183910672,0.9695032963906012,84.50083752341745,95.00056824284383,5,Practice Session,High,Good rhythm,Noisy,89.75070288313063,1
2024-12-20 07:34:00,Sensor_005,Student_006,Violin,524.2481464685948,147.35366120768919,90.40113149532765,0.787409175677577,90.5744883819687,90.63322047528966,5,Practice Session,High,Excellent performance,Quiet,90.60385442862918,0
2024-12-20 07:07:00,Sensor_005,Student_018,Guitar,681.4843069296069,72.95324575757573,60.80256825058436,1.7113873802758226,96.5183541463206,90.75565869482753,4,Advanced Lesson,High,Excellent performance,Noisy,93.63700642057407,0
2024-12-20 04:23:00,Sensor_005,Student_010,Piano,706.0324265810449,142.23576193390483,73.33038923486079,0.4588658305666647,89.26229427675023,85.56199030132713,4,Beginner Lesson,High,Good rhythm,Slight Background Noise,87.41214228903868,1
2024-12-20 07:10:00,Sensor_003,Student_005,Piano,498.2789097511476,71.02450652520537,90.83616012792723,0.9741851777536401,85.56915092747145,84.33912491727759,5,Practice Session,Medium,Good rhythm,Quiet,84.95413792237451,1
2024-12-20 00:34:00,Sensor_004,Student_010,Piano,610.0921641646441,175.81556905523956,53.36922773927613,1.8267636291952558,93.09418150712598,85.76010691848083,5,Practice Session,Medium,Excellent performance,Slight Background Noise,89.4271442128034,1
2024-12-20 03:25:00,Sensor_002,Student_012,Violin,530.4249397181576,118.60729560779275,69.36962928343297,1.7225291908279419,96.47534791598247,91.12656014514158,5,Practice Session,Low,Needs improvement,Quiet,93.80095403056202,0
2024-12-20 01:20:00,Sensor_003,Student_002,Drums,255.30622894929556,78.08113292518529,92.59206184369738,0.9216951724514841,81.26280585854782,80.58310372044178,5,Advanced Lesson,High,Good rhythm,Slight Background Noise,80.92295478949481,1
2024-12-20 06:59:00,Sensor_005,Student_013,Guitar,549.7323110534612,101.08603632402557,70.19489320850619,1.573595054482355,95.53580966814454,98.14497888712812,5,Beginner Lesson,Medium,Excellent performance,Noisy,96.84039427763634,0
2024-12-20 00:49:00,Sensor_001,Student_008,Violin,277.91471404284175,109.60997391543137,53.880732236572044,1.6816894952759467,96.43295865923542,83.12567419099553,5,Practice Session,Medium,Excellent performance,Slight Background Noise,89.77931642511547,1
2024-12-20 05:59:00,Sensor_005,Student_002,Drums,524.0166392642573,150.98220132918448,77.12671842661257,1.7999973632065336,89.23045855177213,84.40177353742773,5,Beginner Lesson,Medium,Needs improvement,Quiet,86.81611604459994,1
2024-12-20 06:27:00,Sensor_004,Student_020,Violin,674.3347198654255,149.21085432919313,93.08712474591476,1.1801103842886105,99.66611313636935,90.36552352895293,5,Practice Session,High,Needs improvement,Slight Background Noise,95.01581833266114,0
2024-12-20 00:01:00,Sensor_005,Student_001,Guitar,663.5319194748006,133.4328606404797,79.51427714765799,0.5680295948984813,95.73416681414618,94.20229532674558,4,Practice Session,Low,Needs improvement,Quiet,94.96823107044588,0
2024-12-20 06:29:00,Sensor_001,Student_005,Drums,730.0970232066563,72.71168550701915,61.31395541071159,0.659556337707077,95.47325129791332,81.91458109488795,5,Beginner Lesson,Medium,Needs improvement,Slight Background Noise,88.69391619640064,1
2024-12-20 00:53:00,Sensor_004,Student_009,Violin,276.209206363701,78.18832459052084,69.21198100686907,0.7322504132748877,94.95677148824143,86.35389395094325,4,Beginner Lesson,High,Needs improvement,Noisy,90.65533271959234,0
2024-12-20 01:45:00,Sensor_005,Student_017,Guitar,721.6985964243503,71.25083047746679,72.50616805909661,1.268844465457308,83.01216206436548,99.37349211148714,4,Beginner Lesson,Medium,Good rhythm,Noisy,91.1928270879263,0
2024-12-20 04:19:00,Sensor_004,Student_009,Piano,449.71844535715763,129.260733994506,78.96331769102633,0.2590573234314952,84.34461772906022,85.24685933561892,5,Advanced Lesson,Medium,Excellent performance,Slight Background Noise,84.79573853233957,1
2024-12-20 05:09:00,Sensor_002,Student_011,Guitar,519.2367569096889,165.25661298136848,87.96755128763066,1.344876443803943,89.2798026292885,86.26100290126294,5,Practice Session,Low,Good rhythm,Slight Background Noise,87.77040276527572,1
2024-12-20 07:56:00,Sensor_002,Student_015,Piano,886.3890031381646,112.05606147057262,54.94368088203177,0.8558376291708176,85.28008699918932,96.72996981236068,5,Advanced Lesson,Medium,Good rhythm,Slight Background Noise,91.005028405775,0
2024-12-20 03:10:00,Sensor_005,Student_006,Violin,207.2243233036402,79.30178087492955,94.48260165087831,0.7314352444813559,88.30481944668081,81.00428863380911,5,Beginner Lesson,Medium,Good rhythm,Quiet,84.65455404024496,1
2024-12-20 06:41:00,Sensor_004,Student_003,Drums,670.7301066724843,126.96507901787604,50.61548515080378,1.7830938273106274,97.76928219845841,89.29226337617942,5,Practice Session,High,Good rhythm,Slight Background Noise,93.53077278731891,0
2024-12-20 03:37:00,Sensor_001,Student_017,Drums,678.971184080086,157.41026602388519,68.50261673371276,1.028004312045438,96.48653783758539,87.5923352890334,4,Advanced Lesson,High,Good rhythm,Slight Background Noise,92.0394365633094,0
2024-12-20 00:43:00,Sensor_005,Student_005,Violin,517.3278210748496,149.00544738155162,51.371015498632886,0.371095481958847,92.60079756959965,86.33173519817302,5,Practice Session,Low,Needs improvement,Quiet,89.46626638388634,1
2024-12-20 02:41:00,Sensor_002,Student_012,Drums,389.62228568666893,165.7740935610026,69.64871126726456,1.6881441824472447,97.16240788502208,85.71399188089529,5,Advanced Lesson,High,Needs improvement,Noisy,91.43819988295868,0
2024-12-20 03:21:00,Sensor_002,Student_018,Drums,387.73923060924085,93.34825166986414,76.29062994366619,0.2857542633857119,95.67544778034498,81.82748209720819,5,Beginner Lesson,High,Excellent performance,Slight Background Noise,88.75146493877659,1
2024-12-20 07:25:00,Sensor_005,Student_014,Piano,906.9677357286021,83.27446407213299,75.58406932907559,1.508148603502754,88.57969863681781,86.29651658703298,5,Advanced Lesson,Low,Good rhythm,Slight Background Noise,87.4381076119254,1
2024-12-20 08:03:00,Sensor_004,Student_011,Violin,553.619499026286,165.57797831303265,58.28141735141327,1.5930311991871973,84.0213030409989,80.86104805431337,5,Practice Session,Medium,Excellent performance,Noisy,82.44117554765614,1
2024-12-20 04:29:00,Sensor_002,Student_009,Guitar,464.7114903913375,138.90723753336277,82.28702550478062,0.8346846906719447,90.28402080018678,95.61927727288871,5,Practice Session,Low,Needs improvement,Noisy,92.95164903653775,0
2024-12-20 05:50:00,Sensor_004,Student_002,Piano,559.0220590651224,97.3114716009065,52.23892252523341,1.684618141300016,94.724577650571,87.96455587916023,5,Practice Session,High,Needs improvement,Quiet,91.34456676486562,0
2024-12-20 05:03:00,Sensor_002,Student_012,Violin,735.5123211674891,149.08176606870109,88.09534100662077,1.1281869305416161,88.72839197459186,88.87807664639823,5,Practice Session,Low,Needs improvement,Slight Background Noise,88.80323431049504,1
2024-12-20 04:30:00,Sensor_002,Student_003,Piano,316.60525459580134,157.81420613764413,97.33222169967732,1.0339285758910344,93.33543819567794,97.87189172900263,5,Beginner Lesson,Medium,Good rhythm,Slight Background Noise,95.60366496234028,0
2024-12-20 07:35:00,Sensor_003,Student_003,Guitar,559.5470681709901,133.79738884093587,66.9884413575559,0.2817259066436466,81.88654852582087,93.16109967722441,5,Advanced Lesson,Low,Good rhythm,Quiet,87.52382410152265,1
2024-12-20 07:41:00,Sensor_002,Student_001,Guitar,670.3074968883095,142.54609318558983,75.8619690857166,0.7220525485680307,94.96009472742807,80.1611820668424,5,Beginner Lesson,High,Needs improvement,Noisy,87.56063839713524,1
2024-12-20 03:34:00,Sensor_001,Student_008,Violin,958.866683881147,105.03118853311996,68.94551390294072,1.8758179475935397,96.25427239786124,98.8634964592257,5,Beginner Lesson,High,Excellent performance,Quiet,97.55888442854348,0
2024-12-20 04:11:00,Sensor_005,Student_008,Guitar,402.0222256603354,124.6434800811647,50.335519515202996,0.9052831339103,94.13675711561082,84.74288931955422,5,Beginner Lesson,Low,Excellent performance,Noisy,89.43982321758253,1
2024-12-20 03:09:00,Sensor_005,Student_011,Piano,487.4005983329964,122.89910048713946,69.2937251447558,1.184060937002183,99.3452717505273,82.15228369519718,5,Practice Session,Medium,Needs improvement,Quiet,90.74877772286224,0
2024-12-20 04:55:00,Sensor_004,Student_009,Guitar,503.48687193793904,161.76573493569262,89.58601296306733,1.1576390221716533,96.5330411492128,95.36256356761764,5,Practice Session,Low,Excellent performance,Noisy,95.94780235841523,0
2024-12-20 03:32:00,Sensor_002,Student_005,Piano,684.4305261159063,160.7956776338619,79.7994421091741,1.262775961680848,98.06187455753076,90.00954631733437,4,Practice Session,Medium,Needs improvement,Quiet,94.03571043743256,0
2024-12-20 03:27:00,Sensor_001,Student_014,Piano,485.3856424320013,159.92165632164517,55.06299573075795,0.3103957201579087,98.67142166915296,88.67541132036035,4,Advanced Lesson,Medium,Excellent performance,Noisy,93.67341649475665,0
2024-12-20 03:56:00,Sensor_004,Student_003,Guitar,626.8095402397564,61.323793711495895,92.35697448468926,0.8519172586377108,96.02695983747617,84.99006159365483,5,Practice Session,Low,Needs improvement,Noisy,90.5085107155655,0
2024-12-20 05:37:00,Sensor_003,Student_005,Violin,825.4322638760235,149.9454581362666,76.55426724426215,1.5016308929885975,93.48517684012998,90.94942979724637,5,Advanced Lesson,Medium,Excellent performance,Noisy,92.21730331868818,0
2024-12-20 06:06:00,Sensor_004,Student_005,Drums,764.3084752897629,151.0411668133206,92.0861680872338,0.5610084519313693,80.11437162721579,85.48769210405175,4,Practice Session,High,Good rhythm,Noisy,82.80103186563377,1
2024-12-20 00:52:00,Sensor_004,Student_019,Guitar,557.0949172100684,141.40545874261701,79.01107593925147,0.5664410795834488,89.3165150644625,98.03166010574135,5,Practice Session,Low,Needs improvement,Noisy,93.67408758510192,0
2024-12-20 04:39:00,Sensor_002,Student_014,Piano,891.3729421393351,150.7517589469743,77.984422241897,0.21816309204024453,91.42324597244722,84.30408959466385,4,Beginner Lesson,Medium,Needs improvement,Slight Background Noise,87.86366778355554,1
